timestep	num_particles	potential_energy	kinetic_energy	temperature
43400	1998	1.070345564	68.69312186	0.5724426822
43500	1998	0	66.27096571	0.5522580476
43600	1998	0	75.86600995	0.6322167496
43700	1998	0	70.04378751	0.5836982293
43800	1998	0	76.81396089	0.6401163407
43900	1998	0	76.21083631	0.6350903025
44000	1998	0	82.1134799	0.6842789992
44100	1998	0	70.80619023	0.5900515852
44200	1998	0	71.38751176	0.5948959313
44300	1998	0	64.83540214	0.5402950178
44400	1998	0	62.66983009	0.522248584
44500	1998	0	64.26308544	0.535525712
44600	1998	0	83.3359949	0.6944666242
44700	1998	0	73.44650205	0.6120541838
44800	1998	0	70.26857567	0.5855714639
44900	1998	0	73.59790951	0.6133159126
45000	1998	0	81.57776557	0.6798147131
45100	1998	0	72.75270652	0.6062725543
45200	1998	0	66.20987291	0.551748941
45300	1998	0	66.73661711	0.5561384759
45400	1998	0	59.91969868	0.4993308223
45500	1998	0	76.27712248	0.6356426873
45600	1998	0	73.86549081	0.6155457568
45700	1998	0	78.45138631	0.6537615526
45800	1998	0	78.37818657	0.6531515548
45900	1998	0	71.74484993	0.5978737495
46000	1998	0	90.97932378	0.7581610315
46100	1998	0	85.35371802	0.7112809835
46200	1998	0	68.18820155	0.5682350129
46300	1998	0	68.2535575	0.5687796459
46400	1998	0	64.50388708	0.5375323924
46500	1998	0	69.88976284	0.5824146904
46600	1998	0	79.38269565	0.6615224637
46700	1998	0	76.62251146	0.6385209288
46800	1998	0	73.6517829	0.6137648575
46900	1998	0	72.00892204	0.6000743504
47000	1998	0	76.34159677	0.6361799731
47100	1998	0	75.60406296	0.630033858
47200	1998	0	78.35251868	0.6529376557
47300	1998	0	72.57362203	0.6047801836
47400	1998	0	74.46060139	0.6205050116
47500	1998	0	77.92062922	0.6493385769
47600	1998	0	79.90535651	0.6658779709
47700	1998	0	80.56610554	0.6713842129
47800	1998	0	75.42848108	0.6285706757
47900	1998	0	88.09135503	0.7340946252
48000	1998	0	84.04892128	0.7004076773
48100	1998	0	75.87294226	0.6322745188
48200	1998	0	77.93353727	0.6494461439
48300	1998	0	79.2233888	0.6601949066
48400	1998	0	67.73455806	0.5644546505
48500	1998	0	76.55885066	0.6379904222
48600	1998	0	82.60618777	0.6883848981
48700	1998	0	86.5220252	0.7210168766
48800	1998	0	67.93783435	0.5661486196
48900	1998	0	66.34030875	0.5528359062
49000	1998	0	73.00935486	0.6084112905
49100	1998	0	81.55412145	0.6796176787
